Query_ID,Hit_Count,Min_Evalue,Max_Bitscore,Source_Files
D00723:439:HGFFGBCX3:1:1206:12341:78595,1,2.33e-06,32.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1206:12994:87636,2,3.19e-07,35.4,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1207:16092:20201,1,9.65e-07,33.9,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1207:13665:75590,1,1.62e-06,33.5,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1207:13278:80737,7,3.81e-09,40.8,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1207:7400:97575,1,6.86e-06,31.6,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1211:16877:26944,1,1.04e-10,45.1,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1211:21016:48788,1,2.34e-07,35.8,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1211:5058:51742,1,4.96e-07,34.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1211:15807:67997,2,6.04e-07,34.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1211:4619:79874,2,9.31e-06,31.2,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1212:15514:63751,2,2.78e-12,49.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1212:9298:65963,7,8.34e-08,37.0,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:3329:34005,7,3.85e-09,40.8,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:17466:65509,7,8.07e-12,48.1,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:3902:72676,3,7.15e-07,34.3,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:15690:35893,1,7.88e-08,37.0,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:15304:48403,2,3.26e-16,60.8,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:9785:37452,1,9.86e-10,42.4,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:7636:44483,1,2.94e-12,49.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:4054:46644,3,5.97e-10,43.1,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:3734:62616,7,2.78e-13,52.4,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:1779:70841,3,1.6e-09,41.6,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:14796:12606,7,8.4e-10,42.7,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:5000:34934,1,3.41e-06,32.3,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:7573:79387,1,5.58e-08,37.4,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2101:8758:40391,3,9.95e-08,36.6,sl20081_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:7344:95516,4,2.53e-09,41.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:20721:13507,4,1.35e-09,42.0,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:9326:23456,1,2.52e-07,35.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:3721:54330,1,8.57e-06,31.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:10452:55510,1,6.92e-07,34.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:10683:58871,4,2.05e-08,38.5,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:17549:69483,1,1.5e-06,33.5,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2104:17579:90136,1,7.01e-13,51.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2105:1922:69119,1,1.86e-13,52.8,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:13000:24099,1,8.91e-06,31.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:9021:26525,3,8.51e-07,34.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:16518:33605,2,1.79e-06,33.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:11017:42920,2,9.04e-07,33.9,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:15442:43527,1,1.59e-07,36.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:6294:65153,7,6e-14,54.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:5089:70483,7,3.51e-12,49.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:17954:75279,2,4.73e-08,37.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2106:13116:91762,1,8.94e-11,45.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2108:10674:7536,2,3.59e-06,32.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2108:2904:43979,2,5e-08,37.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2108:4761:99126,4,6.18e-08,37.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2107:14499:16637,1,1.49e-07,36.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2107:16333:23205,1,2.17e-06,33.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2107:2791:31979,1,1.19e-09,42.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2107:6189:81426,4,1.5e-07,36.2,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2107:17563:92212,1,4.81e-07,34.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:7940:11601,1,7e-08,37.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:6216:52736,2,5.07e-15,57.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:15070:62995,2,2.87e-06,32.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:21088:62968,2,1.35e-08,39.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:20515:76207,3,7e-08,37.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:13748:83450,2,2.33e-17,63.9,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2109:14926:89885,2,1.9e-07,35.8,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2111:16742:78035,4,7.9e-07,34.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2111:14831:91919,1,3.79e-06,32.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:19946:20866,1,8.28e-09,39.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:8188:38200,2,2.85e-18,66.6,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:2668:47354,7,1.38e-13,53.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:10821:19934,7,3.18e-11,46.6,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:1839:38701,2,7.06e-12,48.5,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:19017:79097,1,1.44e-09,42.0,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:9692:95580,1,5.13e-06,32.0,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:16054:8011,2,1.27e-12,50.4,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:17560:38036,2,9.62e-08,37.0,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:14090:48764,2,4.15e-08,37.7,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:12789:54548,6,2.83e-08,38.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:1689:61458,7,1.72e-12,50.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:8482:62387,1,2.15e-12,50.1,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:16095:89480,5,4.76e-12,48.9,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:11134:89601,1,9.03e-07,33.9,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:2922:90450,4,1.23e-08,39.3,sl20081_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2114:4875:35589,1,8.69e-08,37.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2114:4590:40939,7,8.75e-13,51.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2114:6133:85940,3,1.08e-07,36.6,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2114:4957:97287,1,9.19e-06,31.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2114:4414:100737,4,1.52e-09,42.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2116:12609:78793,1,2.65e-06,32.7,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2115:8144:15738,1,1.42e-07,36.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2115:19901:49464,7,3.81e-13,52.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2115:6670:71449,1,2.1e-09,41.6,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2115:2077:71666,2,5.21e-07,34.7,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2201:13377:24356,2,4.86e-14,52.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:16860:44127,1,8.34e-10,42.7,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:1541:57804,2,3.52e-06,32.3,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:8494:63619,4,4.96e-08,37.7,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:19340:74374,2,5.44e-06,32.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:12934:78317,1,9.74e-06,31.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2202:7399:85926,3,1.53e-09,42.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2203:17663:2941,1,1.65e-08,38.9,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2203:20922:85107,3,1.71e-09,41.6,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:6979:2948,1,9.73e-06,31.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:20664:3525,7,1.49e-08,38.9,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:1200:42301,4,1.07e-09,42.4,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:18155:59285,1,2.01e-06,33.1,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:17815:71271,1,5.03e-06,32.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:19408:76804,5,1.67e-10,44.7,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:4239:82873,2,9.04e-07,33.9,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2204:2873:88950,4,1.56e-08,38.9,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2205:19319:69535,4,4.93e-09,40.4,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2206:4962:57558,1,3.63e-06,32.3,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2206:7332:61482,7,1.82e-09,41.6,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2206:6033:66853,1,9.56e-06,31.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2206:5991:86037,2,7.56e-15,57.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2208:16825:30471,3,4.2e-07,35.0,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2208:6174:65979,5,3.65e-10,43.5,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2207:12347:43740,2,8.06e-07,34.3,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2207:10595:92674,2,1.93e-08,38.9,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2207:14629:97871,1,8.62e-06,31.2,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2209:3594:4971,2,3.22e-07,35.4,sl20081_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2210:3915:89041,1,2.54e-06,32.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2211:8466:6602,1,5.52e-07,34.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2211:8754:9388,1,2.38e-09,41.2,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2211:8325:43143,1,7.98e-09,39.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2211:6021:81673,1,1.66e-06,33.5,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2212:17275:5757,4,3.34e-07,35.0,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2212:1630:19943,1,9.5e-07,33.9,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2212:14075:84194,3,3.44e-06,32.3,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2213:4008:18993,2,1.34e-13,53.5,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2213:19259:26111,2,2.38e-08,38.5,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2213:16311:50183,1,7e-07,34.3,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2213:6691:64983,2,9.08e-07,33.9,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2213:2304:87688,2,3.43e-07,35.4,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2214:16279:51660,1,5.75e-06,31.6,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2214:9835:59336,1,2.63e-08,38.5,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2214:16728:97743,3,2.66e-08,38.5,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2216:9456:9924,1,1.07e-11,47.8,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2216:3673:27386,6,5.09e-10,43.1,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:9690:10831,1,1.82e-06,33.1,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:19262:24625,1,1.03e-07,36.6,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:7934:29022,6,1.44e-08,38.9,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:14201:37755,1,4.28e-08,37.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:16777:38364,1,2.76e-12,49.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:18358:42920,6,5.54e-09,40.4,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:16946:82214,2,3.53e-06,32.3,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:1:2215:17035:92242,1,8.62e-07,33.9,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1101:13301:48123,4,1.55e-18,67.4,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_016_blastx.txt
D00723:439:HGFFGBCX3:2:1101:6318:53500,8,1.92e-12,50.1,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_016_blastx.txt
D00723:439:HGFFGBCX3:2:1102:4653:3633,1,3.07e-06,32.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1102:12454:7406,4,1.32e-17,64.7,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1102:17866:16556,4,5.86e-07,34.7,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1102:17710:25513,1,1.87e-09,41.6,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1102:15676:55129,7,2.34e-09,41.2,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1102:19885:89206,14,3.91e-11,46.2,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1102:16245:95814,9,5.67e-11,45.8,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1103:8689:53574,9,1.03e-16,62.0,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1103:13795:92432,2,1.92e-06,33.1,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1103:16517:95715,14,1.8e-09,41.6,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1103:7318:95931,7,1.51e-09,42.0,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1103:3666:96902,4,1.06e-14,56.6,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1104:6159:19748,5,1.5e-19,70.1,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1104:16149:33814,1,8.65e-06,31.2,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1104:10847:50704,2,1.46e-07,36.2,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1104:15100:62228,11,7.56e-10,42.7,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1104:8516:68125,2,6.05e-06,31.6,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:6968:11605,2,7.13e-07,34.3,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:6209:30384,2,4.36e-07,35.0,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1105:8322:37744,2,9.93e-08,37.0,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1105:18163:40035,7,4.9e-10,43.1,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:4276:44886,1,6.84e-07,34.3,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:15605:62358,1,4.55e-06,32.0,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:16556:76046,4,1.08e-21,76.3,sl20081_comb.part_011_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1105:12884:89705,1,2.56e-09,41.2,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1105:9020:95521,1,5.86e-08,37.4,sl20081_comb.part_011_blastx.txt
D00723:439:HGFFGBCX3:2:1106:19561:20368,4,1.18e-16,62.0,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1106:4213:47735,1,1.75e-07,36.2,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1106:12644:78981,2,2.92e-08,38.1,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1106:11567:95112,1,1.52e-07,36.2,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1108:3971:2060,1,3.46e-07,35.4,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1108:2693:96255,2,7.03e-06,31.6,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1107:9022:21129,9,4.82e-15,57.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1107:4664:39867,4,2.82e-19,69.3,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1107:2321:46284,4,5.87e-19,68.6,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1107:12826:47724,9,2.57e-11,47.0,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1107:6391:66687,5,7.39e-16,59.7,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1107:11851:73535,1,4.86e-07,34.7,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1107:7684:81115,2,9.89e-17,62.4,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1107:20016:93457,1,3.43e-09,40.8,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1109:16941:4310,4,3.86e-18,66.2,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:5975:47810,13,1.72e-12,50.1,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:13440:55659,4,4.82e-12,48.9,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:13237:58173,5,3.26e-20,72.0,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:14285:58559,8,2.97e-08,38.1,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:18059:64066,4,4.97e-08,37.7,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1109:6527:73371,10,5.02e-11,46.2,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1109:3646:73581,1,2.23e-07,35.8,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1109:7357:78069,1,9.55e-07,33.9,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1109:19319:96032,4,1.01e-07,36.6,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1110:20050:45291,2,8.19e-06,31.6,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1110:14764:51240,8,2.83e-10,43.9,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1110:8232:51951,4,9.58e-18,65.1,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1110:20003:69575,14,2.7e-13,52.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1110:2344:74508,1,1.96e-07,35.8,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1110:8111:78563,2,2.72e-07,35.4,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1110:20043:81106,2,8.29e-09,39.7,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1110:9494:82080,14,1.99e-11,47.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1110:3547:85128,4,4.6e-15,57.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1111:9832:11972,1,3.71e-06,32.3,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1111:13246:13385,1,1.2e-14,56.2,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1111:13461:37132,4,4.44e-19,68.9,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1111:16635:39575,1,4.54e-06,32.0,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1111:11226:48817,5,1.2e-19,70.5,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1111:16117:73667,4,1.35e-17,64.7,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1111:20404:95387,11,8.22e-11,45.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1112:5666:2930,8,2.34e-07,35.8,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1112:6179:30709,2,1.62e-06,33.1,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1112:18008:42279,2,2.43e-06,32.7,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1112:13378:55341,2,2.18e-10,44.3,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1112:5013:59731,7,1.1e-07,36.6,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1112:10124:60747,2,5.59e-08,37.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1112:10444:61388,2,1.58e-06,33.5,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1112:18568:90366,1,3.16e-06,32.7,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1113:3490:8083,1,2.65e-06,32.7,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1113:12862:15255,14,7.21e-19,68.2,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1113:7580:33828,1,5.54e-06,32.0,sl20081_comb.part_012_blastx.txt
D00723:439:HGFFGBCX3:2:1113:5260:50293,2,3.43e-13,52.4,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
D00723:439:HGFFGBCX3:2:1113:18378:54321,9,3.25e-18,66.2,sl20081_comb.part_012_blastx.txt;sl20081_comb.part_017_blastx.txt
